mag_id	user_genome	classification	closest_genome_reference	closest_genome_reference_radius	closest_genome_taxonomy	closest_genome_ani	closest_genome_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
SAMN03166137_bin.63	SAMN03166137_bin.63	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__JdFR-45;g__JdFR-45;s__JdFR-45 sp002011395	GCA_002011395.1	95.0	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Thermoplasmatales;f__JdFR-45;g__JdFR-45;s__JdFR-45 sp002011395	99.98	0.995	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	98.03	11	N/A	N/A
SAMN03166137_bin.64	SAMN03166137_bin.64	d__Archaea;p__Hydrothermarchaeota;c__Hydrothermarchaeia;o__Hydrothermarchaeales;f__Hydrothermarchaeaceae;g__Hydrothermarchaeum;s__Hydrothermarchaeum profundi	GCA_002011125.2	95.0	d__Archaea;p__Hydrothermarchaeota;c__Hydrothermarchaeia;o__Hydrothermarchaeales;f__Hydrothermarchaeaceae;g__Hydrothermarchaeum;s__Hydrothermarchaeum profundi	99.99	1.0	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	95.54	11	N/A	N/A
SAMN04508166_bin.105	SAMN04508166_bin.105	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__Bathyarchaeales;f__UBA233;g__UBA233;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__Bathyarchaeales;f__UBA233;g__UBA233;s__	taxonomic classification fully defined by topology	N/A	N/A	94.39	11	0.86864	N/A
SAMN04508166_bin.126	SAMN04508166_bin.126	d__Archaea;p__Thermoproteota;c__CALKCG01;o__B24;f__B24;g__B24;s__B24 sp001593865	GCA_001593865.1	95.0	d__Archaea;p__Thermoproteota;c__CALKCG01;o__B24;f__B24;g__B24;s__B24 sp001593865	99.7	0.954	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	95.97	11	N/A	N/A
SAMN04508166_bin.23	SAMN04508166_bin.23	d__Archaea;p__Thermoplasmatota;c__E2;o__UBA202;f__DSCA01;g__CAZHBO01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Thermoplasmatota;c__E2;o__UBA202;f__DSCA01;g__;s__	taxonomic novelty determined using RED	N/A	N/A	95.01	11	0.9325	N/A
SAMN04508166_bin.35	SAMN04508166_bin.35	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__TCS64;f__B23;g__B23;s__B23 sp001593875	GCA_001593875.1	95.0	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__TCS64;f__B23;g__B23;s__B23 sp001593875	99.89	0.979	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	80.98	11	N/A	N/A
SAMN04508166_bin.45	SAMN04508166_bin.45	d__Archaea;p__Thermoproteota;c__Nitrososphaeria_A;o__Caldarchaeales;f__Wolframiiraptoraceae;g__Wolframiiraptor;s__Wolframiiraptor sp029258815	GCA_029258815.1	95.0	d__Archaea;p__Thermoproteota;c__Nitrososphaeria_A;o__Caldarchaeales;f__Wolframiiraptoraceae;g__Wolframiiraptor;s__Wolframiiraptor sp029258815	97.97	0.787	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	87.8	11	N/A	N/A
SAMN05004607_bin.15	SAMN05004607_bin.15	d__Archaea;p__Halobacteriota;c__Syntropharchaeia;o__Syntropharchaeales;f__Syntropharchaeaceae;g__Syntropharchaeum;s__Syntropharchaeum caldarium	GCA_001766815.1	95.0	d__Archaea;p__Halobacteriota;c__Syntropharchaeia;o__Syntropharchaeales;f__Syntropharchaeaceae;g__Syntropharchaeum;s__Syntropharchaeum caldarium	99.54	0.898	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	90.41	11	N/A	N/A
SAMN05004607_bin.25	SAMN05004607_bin.25	d__Archaea;p__Halobacteriota;c__Syntropharchaeia;o__Syntropharchaeales;f__Syntropharchaeaceae;g__Syntropharchaeum;s__Syntropharchaeum butanivorans	GCA_001766825.1	95.0	d__Archaea;p__Halobacteriota;c__Syntropharchaeia;o__Syntropharchaeales;f__Syntropharchaeaceae;g__Syntropharchaeum;s__Syntropharchaeum butanivorans	99.77	0.922	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	94.58	11	N/A	N/A
SAMN05422149_bin.15	SAMN05422149_bin.15	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA57;g__UBA57;s__UBA57 sp002494565	GCA_013306035.1	95.0	d__Archaea;p__Thermoproteota;c__Nitrososphaeria;o__Nitrososphaerales;f__UBA57;g__UBA57;s__UBA57 sp002494565	99.35	0.927	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_013306035.1, s__UBA57 sp002494565, 95.0, 99.35, 0.927; GCA_013378385.1, s__UBA57 sp013378385, 95.0, 94.86, 0.868; GCA_047517285.1, s__UBA57 sp963577725, 95.0, 94.67, 0.877	89.65	11	N/A	N/A
SAMN05992386_bin.84	SAMN05992386_bin.84	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__MGIII;f__CG-Epi1;g__UBA8886;s__UBA8886 sp964389465	GCA_964389465.1	95.0	d__Archaea;p__Thermoplasmatota;c__Poseidoniia;o__MGIII;f__CG-Epi1;g__UBA8886;s__UBA8886 sp964389465	99.9	0.962	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_964389465.1, s__UBA8886 sp964389465, 95.0, 99.9, 0.962; GCA_003193815.1, s__UBA8886 sp003193815, 95.0, 91.75, 0.751; GCA_030754655.1, s__UBA8886 sp002731655, 95.14, 90.8, 0.712; GCA_963578705.1, s__UBA8886 sp963578705, 95.0, 90.66, 0.686; GCA_030748895.1, s__UBA8886 sp002509165, 95.0, 90.13, 0.684	91.14	11	N/A	N/A
SAMN06226864_bin.11	SAMN06226864_bin.11	d__Archaea;p__Hydrothermarchaeota;c__Hydrothermarchaeia;o__Hydrothermarchaeales;f__BMS3B;g__BMS3B;s__BMS3B sp964501105	GCA_964501105.1	95.0	d__Archaea;p__Hydrothermarchaeota;c__Hydrothermarchaeia;o__Hydrothermarchaeales;f__BMS3B;g__BMS3B;s__BMS3B sp964501105	99.88	0.884	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	86.29	11	N/A	N/A
SAMN06251742_bin.120	SAMN06251742_bin.120	d__Archaea;p__Thermoproteota;c__Thermoprotei;o__Thermofilales;f__B69-G16;g__B69-G16;s__B69-G16 sp021161825	GCA_021161825.1	95.0	d__Archaea;p__Thermoproteota;c__Thermoprotei;o__Thermofilales;f__B69-G16;g__B69-G16;s__B69-G16 sp021161825	97.9	0.854	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	97.67	11	N/A	N/A
SAMN06251742_bin.131	SAMN06251742_bin.131	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__EX4484-135;f__B24-G1;g__CAZKUI01;s__CAZKUI01 sp964555905	GCA_964555905.1	95.0	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__EX4484-135;f__B24-G1;g__CAZKUI01;s__CAZKUI01 sp964555905	98.95	0.956	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	96.04	11	N/A	N/A
SAMN06251742_bin.173	SAMN06251742_bin.173	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__Hecatellales;f__Hecatellaceae;g__EX4484-218;s__EX4484-218 sp002254975	GCA_002254975.1	95.0	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__Hecatellales;f__Hecatellaceae;g__EX4484-218;s__EX4484-218 sp002254975	99.73	0.97	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	95.19	11	N/A	N/A
SAMN06251742_bin.18	SAMN06251742_bin.18	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__Bathyarchaeales;f__Bathycorpusculaceae;g__PIYF01;s__PIYF01 sp003601875	GCA_003601875.1	95.0	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__Bathyarchaeales;f__Bathycorpusculaceae;g__PIYF01;s__PIYF01 sp003601875	98.99	0.93	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	91.51	11	N/A	N/A
SAMN06251742_bin.188	SAMN06251742_bin.188	d__Archaea;p__Thermoplasmatota;c__E2;o__UBA202;f__JdFR-43;g__JAGGXW01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Thermoplasmatota;c__E2;o__UBA202;f__JdFR-43;g__JAGGXW01;s__	taxonomic classification fully defined by topology	N/A	N/A	89.52	11	0.92322	N/A
SAMN06251742_bin.29	SAMN06251742_bin.29	d__Archaea;p__Methanobacteriota_B;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus_A;s__Thermococcus_A sp003663525	GCA_029259245.1	95.0	d__Archaea;p__Methanobacteriota_B;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus_A;s__Thermococcus_A sp003663525	99.62	0.929	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_029259245.1, s__Thermococcus_A sp003663525, 95.0, 99.62, 0.929; GCA_965613095.1, s__Thermococcus_A sp003663535, 96.67, 96.59, 0.729; GCF_000022545.1, s__Thermococcus_A sibiricus, 95.0, 92.31, 0.584	96.11	11	N/A	N/A
SAMN06251742_bin.32	SAMN06251742_bin.32	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__EX4572-44;g__EX4572-44;s__EX4572-44 sp002254825	GCA_002254825.2	95.0	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__EX4572-44;g__EX4572-44;s__EX4572-44 sp002254825	99.66	0.907	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	97.92	11	N/A	N/A
SAMN06251742_bin.64	SAMN06251742_bin.64	d__Archaea;p__Thermoplasmatota;c__E2;o__UBA202;f__JdFR-43;g__B78-G9;s__B78-G9 sp003650975	GCA_003650975.1	95.0	d__Archaea;p__Thermoplasmatota;c__E2;o__UBA202;f__JdFR-43;g__B78-G9;s__B78-G9 sp003650975	99.4	0.774	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	83.79	11	N/A	N/A
SAMN06251742_bin.74	SAMN06251742_bin.74	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__EX4484-217-1;f__EX4484-217-1;g__EX4484-217-1;s__EX4484-217-1 sp002254745	GCA_002254745.1	95.0	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__EX4484-217-1;f__EX4484-217-1;g__EX4484-217-1;s__EX4484-217-1 sp002254745	99.82	0.907	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	88.88	11	N/A	N/A
SAMN06251743_bin.117	SAMN06251743_bin.117	d__Archaea;p__Halobacteriota;c__Syntropharchaeia;o__Syntropharchaeales;f__Syntropharchaeaceae;g__Syntropharchaeum;s__Syntropharchaeum sp026134025	GCA_026134025.1	95.0	d__Archaea;p__Halobacteriota;c__Syntropharchaeia;o__Syntropharchaeales;f__Syntropharchaeaceae;g__Syntropharchaeum;s__Syntropharchaeum sp026134025	98.63	0.855	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	97.34	11	N/A	N/A
SAMN06251743_bin.140	SAMN06251743_bin.140	d__Archaea;p__Thermoplasmatota;c__E2;o__DHVEG-1;f__B18-G2;g__B18-G2;s__B18-G2 sp003651105	GCA_003651105.1	95.0	d__Archaea;p__Thermoplasmatota;c__E2;o__DHVEG-1;f__B18-G2;g__B18-G2;s__B18-G2 sp003651105	97.84	0.804	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	96.73	11	N/A	N/A
SAMN06251743_bin.146	SAMN06251743_bin.146	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Ignisphaeraceae;g__QMWT01;s__QMWT01 sp003661865	GCA_003661865.1	95.0	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Ignisphaeraceae;g__QMWT01;s__QMWT01 sp003661865	97.37	0.673	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	92.29	11	N/A	N/A
SAMN06251743_bin.188	SAMN06251743_bin.188	d__Archaea;p__Halobacteriota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__CAZPML01;s__CAZPML01 sp964587675	GCA_964587675.1	95.0	d__Archaea;p__Halobacteriota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__CAZPML01;s__CAZPML01 sp964587675	97.58	0.805	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	96.36	11	N/A	N/A
SAMN06251743_bin.199	SAMN06251743_bin.199	d__Archaea;p__Thermoproteota;c__Thermoprotei;o__Thermoproteales;f__Thermocladiaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Thermoproteota;c__Thermoprotei;o__Thermoproteales;f__Thermocladiaceae;g__;s__	taxonomic novelty determined using RED	N/A	N/A	84.07	11	0.85521	N/A
SAMN06251743_bin.212	SAMN06251743_bin.212	d__Archaea;p__Thermoproteota;c__Methanomethylicia;o__Methanomethylicales;f__JAGHCH01;g__JAGHCH01;s__JAGHCH01 sp021160575	GCA_021160575.1	95.0	d__Archaea;p__Thermoproteota;c__Methanomethylicia;o__Methanomethylicales;f__JAGHCH01;g__JAGHCH01;s__JAGHCH01 sp021160575	97.93	0.886	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	85.4	11	N/A	N/A
SAMN06251743_bin.216	SAMN06251743_bin.216	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__NBVN01;g__CAZAMI01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__NBVN01;g__CAZAMI01;s__	taxonomic classification fully defined by topology	N/A	N/A	93.96	11	0.99589	N/A
SAMN06251743_bin.268	SAMN06251743_bin.268	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__Bathyarchaeales;f__B26-1;g__B26-1;s__B26-1 sp001593925	GCA_001593925.1	95.0	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__Bathyarchaeales;f__B26-1;g__B26-1;s__B26-1 sp001593925	96.29	0.85	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	85.01	11	N/A	N/A
SAMN06251743_bin.269	SAMN06251743_bin.269	d__Archaea;p__Thermoplasmatota;c__E2;o__UBA202;f__DSCA01;g__CAZHBO01;s__CAZHBO01 sp964530745	GCA_964530745.1	95.0	d__Archaea;p__Thermoplasmatota;c__E2;o__UBA202;f__DSCA01;g__CAZHBO01;s__CAZHBO01 sp964530745	99.31	0.92	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	89.86	11	N/A	N/A
SAMN06264663_bin.53	SAMN06264663_bin.53	d__Archaea;p__Methanobacteriota_B;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus;s__Thermococcus sp011050175	GCA_011050175.1	95.0	d__Archaea;p__Methanobacteriota_B;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus;s__Thermococcus sp011050175	99.82	0.922	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	91.44	11	N/A	N/A
SAMN06264874_bin.38	SAMN06264874_bin.38	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanogasteraceae;g__Methanogaster_B;s__Methanogaster_B sp003601535	GCA_003601535.1	95.0	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanogasteraceae;g__Methanogaster_B;s__Methanogaster_B sp003601535	98.94	0.73	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	97.14	11	N/A	N/A
SAMN06264874_bin.96	SAMN06264874_bin.96	d__Archaea;p__Thermoproteota;c__DRAE01;o__DRAE01;f__DRAE01;g__DRAE01;s__DRAE01 sp011041895	GCA_011041895.1	95.0	d__Archaea;p__Thermoproteota;c__DRAE01;o__DRAE01;f__DRAE01;g__DRAE01;s__DRAE01 sp011041895	99.84	0.959	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	97.96	11	N/A	N/A
SAMN06264874_bin.99	SAMN06264874_bin.99	d__Archaea;p__Halobacteriota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__B5-G16;s__B5-G16 sp021163065	GCA_021163065.1	95.0	d__Archaea;p__Halobacteriota;c__Archaeoglobi;o__Archaeoglobales;f__Archaeoglobaceae;g__B5-G16;s__B5-G16 sp021163065	98.42	0.873	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	88.03	11	N/A	N/A
SAMN06266163_bin.1	SAMN06266163_bin.1	d__Archaea;p__Halobacteriota;c__Syntropharchaeia;o__Alkanophagales;f__B39-G2;g__Alkanophaga;s__Alkanophaga volatiphilum	GCA_029259545.1	95.0	d__Archaea;p__Halobacteriota;c__Syntropharchaeia;o__Alkanophagales;f__B39-G2;g__Alkanophaga;s__Alkanophaga volatiphilum	97.92	0.817	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	94.35	11	N/A	N/A
SAMN06269071_bin.41	SAMN06269071_bin.41	d__Archaea;p__Thermoplasmatota;c__E2;o__UBA202;f__JdFR-43;g__JdFR-43;s__JdFR-43 sp029259015	GCA_029259015.1	95.0	d__Archaea;p__Thermoplasmatota;c__E2;o__UBA202;f__JdFR-43;g__JdFR-43;s__JdFR-43 sp029259015	99.69	0.877	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	81.21	11	N/A	N/A
SAMN06269071_bin.69	SAMN06269071_bin.69	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__B65-G9;s__B65-G9 sp003662765	GCA_003662765.1	95.0	d__Archaea;p__Asgardarchaeota;c__Thorarchaeia;o__Thorarchaeales;f__Thorarchaeaceae;g__B65-G9;s__B65-G9 sp003662765	98.98	0.827	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	85.65	11	N/A	N/A
SAMN06269071_bin.77	SAMN06269071_bin.77	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__Bathyarchaeales;f__WUQV01;g__JAOZNA01;s__JAOZNA01 sp029934005	GCA_029934005.1	95.0	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__Bathyarchaeales;f__WUQV01;g__JAOZNA01;s__JAOZNA01 sp029934005	97.15	0.718	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	87.39	11	N/A	N/A
SAMN06269071_bin.89	SAMN06269071_bin.89	d__Archaea;p__Hadarchaeota;c__B88-G9;o__;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Hadarchaeota;c__;o__;f__;g__;s__	taxonomic novelty determined using RED	N/A	N/A	81.99	11	0.44913	N/A
SAMN06269072_bin.114	SAMN06269072_bin.114	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__Hecatellales;f__Hecatellaceae;g__B25;s__B25 sp003662515	GCA_003662515.1	95.0	d__Archaea;p__Thermoproteota;c__Bathyarchaeia;o__Hecatellales;f__Hecatellaceae;g__B25;s__B25 sp003662515	99.12	0.807	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	80.54	11	N/A	N/A
SAMN06269072_bin.126	SAMN06269072_bin.126	d__Archaea;p__Thermoproteota;c__Thermoprotei;o__Thermofilales;f__Thermofilaceae;g__B17-G15;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Thermoproteota;c__Thermoprotei;o__Thermofilales;f__Thermofilaceae;g__;s__	taxonomic novelty determined using RED	N/A	N/A	80.2	11	0.89621	N/A
SAMN06269072_bin.14	SAMN06269072_bin.14	d__Archaea;p__Thermoproteota;c__Thermoprotei;o__Thermofilales;f__B15-G2;g__B15-G2;s__B15-G2 sp003650815	GCA_003650815.1	95.0	d__Archaea;p__Thermoproteota;c__Thermoprotei;o__Thermofilales;f__B15-G2;g__B15-G2;s__B15-G2 sp003650815	99.87	0.888	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	83.15	11	N/A	N/A
SAMN06269072_bin.40	SAMN06269072_bin.40	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__EX4484-217-1;f__EX4484-217-1;g__EX4484-217-1;s__EX4484-217-1 sp029258915	GCA_029258915.1	95.0	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__EX4484-217-1;f__EX4484-217-1;g__EX4484-217-1;s__EX4484-217-1 sp029258915	95.63	0.862	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	95.1	11	N/A	N/A
SAMN06269072_bin.42	SAMN06269072_bin.42	d__Archaea;p__Thermoproteota;c__Thermoprotei;o__Thermofilales;f__B20-G17;g__B20-G17;s__B20-G17 sp003650785	GCA_003650785.1	95.0	d__Archaea;p__Thermoproteota;c__Thermoprotei;o__Thermofilales;f__B20-G17;g__B20-G17;s__B20-G17 sp003650785	99.62	0.816	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	89.06	11	N/A	N/A
SAMN06269072_bin.46	SAMN06269072_bin.46	d__Archaea;p__Thermoproteota;c__Thermoprotei;o__Thermofilales;f__B20-G17;g__B14-G17;s__B14-G17 sp003649515	GCA_003649515.1	95.0	d__Archaea;p__Thermoproteota;c__Thermoprotei;o__Thermofilales;f__B20-G17;g__B14-G17;s__B14-G17 sp003649515	99.75	0.704	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	91.37	11	N/A	N/A
SAMN06269072_bin.53	SAMN06269072_bin.53	d__Archaea;p__Thermoplasmatota;c__E2;o__DHVEG-1;f__B18-G2;g__JAGHAD01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Archaea;p__Thermoplasmatota;c__E2;o__DHVEG-1;f__B18-G2;g__;s__	taxonomic novelty determined using RED	N/A	N/A	78.39	11	0.99278	N/A
SAMN06269072_bin.74	SAMN06269072_bin.74	d__Archaea;p__Thermoproteota;c__Methanomethylicia;o__Nezhaarchaeales;f__B40-G2;g__B40-G2;s__B40-G2 sp003649615	GCA_029259155.1	95.0	d__Archaea;p__Thermoproteota;c__Methanomethylicia;o__Nezhaarchaeales;f__B40-G2;g__B40-G2;s__B40-G2 sp003649615	99.3	0.953	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	91.46	11	N/A	N/A
SAMN06269076_bin.4	SAMN06269076_bin.4	d__Archaea;p__Halobacteriota;c__Syntropharchaeia;o__Alkanophagales;f__Methanospirareceae;g__G60ANME1;s__G60ANME1 sp021159465	GCA_021159465.1	95.0	d__Archaea;p__Halobacteriota;c__Syntropharchaeia;o__Alkanophagales;f__Methanospirareceae;g__G60ANME1;s__G60ANME1 sp021159465	98.27	0.763	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	94.12	11	N/A	N/A
SAMN06269076_bin.9	SAMN06269076_bin.9	d__Archaea;p__Methanobacteriota_B;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Pyrococcus;s__Pyrococcus sp003660485	GCF_041647995.1	95.0	d__Archaea;p__Methanobacteriota_B;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Pyrococcus;s__Pyrococcus sp003660485	98.75	0.941	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	75.51	11	N/A	Genome has more than 11.3% of markers with multiple hits
SAMN06269079_bin.120	SAMN06269079_bin.120	d__Archaea;p__Hadarchaeota;c__Hadarchaeia;o__Hadarchaeales;f__Hadarchaeaceae;g__B75-G9;s__B75-G9 sp003661465	GCA_003661465.1	95.0	d__Archaea;p__Hadarchaeota;c__Hadarchaeia;o__Hadarchaeales;f__Hadarchaeaceae;g__B75-G9;s__B75-G9 sp003661465	99.76	0.948	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	90.87	11	N/A	N/A
SAMN06269079_bin.128	SAMN06269079_bin.128	d__Archaea;p__EX4484-52;c__EX4484-52;o__EX4484-52;f__B79-G9;g__B79-G9;s__B79-G9 sp003660865	GCA_003660865.1	95.0	d__Archaea;p__EX4484-52;c__EX4484-52;o__EX4484-52;f__B79-G9;g__B79-G9;s__B79-G9 sp003660865	99.99	0.974	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	91.26	11	N/A	N/A
SAMN06269079_bin.157	SAMN06269079_bin.157	d__Archaea;p__Thermoplasmatota;c__E2;o__DHVEG-1;f__B18-G2;g__B91-G9;s__B91-G9 sp003650935	GCA_021161865.1	95.0	d__Archaea;p__Thermoplasmatota;c__E2;o__DHVEG-1;f__B18-G2;g__B91-G9;s__B91-G9 sp003650935	99.19	0.929	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	87.02	11	N/A	N/A
SAMN06269079_bin.236	SAMN06269079_bin.236	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__DSM-18856;f__Methermicoccaceae;g__JdFR-19;s__JdFR-19 sp003661015	GCA_003661015.1	95.0	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__DSM-18856;f__Methermicoccaceae;g__JdFR-19;s__JdFR-19 sp003661015	99.72	0.952	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	75.33	11	N/A	N/A
SAMN06269079_bin.32	SAMN06269079_bin.32	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanogasteraceae;g__Methanogaster_A;s__Methanogaster_A sp003661105	GCA_003661105.1	95.0	d__Archaea;p__Halobacteriota;c__Methanosarcinia;o__Methanosarcinales;f__Methanogasteraceae;g__Methanogaster_A;s__Methanogaster_A sp003661105	99.85	0.782	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	93.77	11	N/A	N/A
SAMN06288063_bin.108	SAMN06288063_bin.108	d__Archaea;p__Thermoplasmatota;c__E2;o__DHVEG-1;f__DHVEG-1;g__EX4572-165;s__EX4572-165 sp002254885	GCA_029939595.1	95.0	d__Archaea;p__Thermoplasmatota;c__E2;o__DHVEG-1;f__DHVEG-1;g__EX4572-165;s__EX4572-165 sp002254885	99.77	0.933	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	93.73	11	N/A	N/A
