mag_id	user_genome	classification	closest_genome_reference	closest_genome_reference_radius	closest_genome_taxonomy	closest_genome_ani	closest_genome_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
SAMEA4473313_bin.39	SAMEA4473313_bin.39	d__Bacteria;p__Desulfobacterota;c__Dissulfuribacteria;o__Dissulfuribacterales;f__QOAL01;g__JAADCZ01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Desulfobacterota;c__Dissulfuribacteria;o__Dissulfuribacterales;f__QOAL01;g__JAADCZ01;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	75.23	11	0.99557	N/A
SAMEA4473313_bin.4	SAMEA4473313_bin.4	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Marinicellaceae;g__S144-45;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Marinicellaceae;g__S144-45;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	92.28	11	0.98098	N/A
SAMEA4473313_bin.40	SAMEA4473313_bin.40	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA1556;g__UBA6267;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA1556;g__UBA6267;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	76.09	11	0.98308	N/A
SAMEA4473313_bin.47	SAMEA4473313_bin.47	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__JAKIUO01;g__JAKIUO01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__JAKIUO01;g__JAKIUO01;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	86.55	11	0.97559	N/A
SAMEA4473313_bin.51	SAMEA4473313_bin.51	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Alishewanella;s__Alishewanella sp036759505	GCA_036759505.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__Alishewanella;s__Alishewanella sp036759505	97.55	0.888	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCA_036759505.1, s__Alishewanella sp036759505, 95.0, 97.55, 0.888; GCF_000280055.1, s__Alishewanella aestuarii, 95.57, 94.98, 0.787; GCF_000245735.1, s__Alishewanella jeotgali, 95.0, 94.83, 0.743	77.84	11	N/A	N/A
SAMEA4473313_bin.55	SAMEA4473313_bin.55	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__GCA-2401725;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Enterobacterales;f__Alteromonadaceae;g__GCA-2401725;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	87.94	11	0.99511	N/A
SAMEA4473313_bin.63	SAMEA4473313_bin.63	d__Bacteria;p__Campylobacterota_A;c__Desulfurellia;o__Desulfurellales;f__Hippeaceae;g__S144-51;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Campylobacterota_A;c__Desulfurellia;o__Desulfurellales;f__Hippeaceae;g__S144-51;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	96.33	11	0.98189	N/A
SAMEA4473313_bin.66	SAMEA4473313_bin.66	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Stutzerimonas;s__Stutzerimonas stutzeri	GCF_000219605.1	95.0	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae;g__Stutzerimonas;s__Stutzerimonas stutzeri	97.96	0.854	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	GCF_000219605.1, s__Stutzerimonas stutzeri, 95.0, 97.96, 0.854; GCF_024448335.1, s__Stutzerimonas frequens, 95.0, 91.64, 0.65; GCA_032105665.1, s__Stutzerimonas sp032105665, 95.0, 90.03, 0.518; GCF_003696315.1, s__Stutzerimonas songnenensis, 95.0, 89.87, 0.587; GCA_030263805.2, s__Stutzerimonas stutzeri_G, 95.0, 88.45, 0.513; GCF_000327065.1, s__Stutzerimonas stutzeri_AE, 95.0, 88.44, 0.523; GCF_014764705.1, s__Stutzerimonas sp002692525, 96.93, 88.16, 0.512; GCF_000661915.1, s__Stutzerimonas decontaminans, 95.0, 87.92, 0.514	62.69	11	N/A	N/A
SAMEA4473313_bin.7	SAMEA4473313_bin.7	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Psychrilyobacter;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Fusobacteriota;c__Fusobacteriia;o__Fusobacteriales;f__Fusobacteriaceae;g__Psychrilyobacter;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	85.69	11	0.96218	N/A
SAMEA4473313_bin.72	SAMEA4473313_bin.72	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Thiovulaceae;g__Thiovulum_B;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Thiovulaceae;g__Thiovulum_B;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	79.08	11	0.92835	N/A
SAMEA4473313_bin.77	SAMEA4473313_bin.77	d__Bacteria;p__Caldisericota;c__Caldisericia;o__Caldisericales;f__Caldisericaceae;g__S143-107;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Caldisericota;c__Caldisericia;o__Caldisericales;f__Caldisericaceae;g__S143-107;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	82.71	11	0.9886	N/A
SAMEA4473313_bin.88	SAMEA4473313_bin.88	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurovaceae;g__Nitratifractor;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurovaceae;g__Nitratifractor;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	89.68	11	0.94471	N/A
SAMEA4473329_bin.32	SAMEA4473329_bin.32	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__NORP154;f__NORP154;g__UWMA-0041;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__NORP154;f__NORP154;g__UWMA-0041;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	95.37	11	0.95285	N/A
SAMEA4473329_bin.34	SAMEA4473329_bin.34	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__UBA2136;f__UBA2136;g__UBA2136;s__UBA2136 sp002689455	GCA_002689455.1	95.0	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__UBA2136;f__UBA2136;g__UBA2136;s__UBA2136 sp002689455	99.75	0.932	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	94.07	11	N/A	N/A
SAMEA4473329_bin.41	SAMEA4473329_bin.41	d__Bacteria;p__Myxococcota_A;c__UBA796;o__UBA9615;f__UBA9615;g__UBA6601;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Myxococcota_A;c__UBA796;o__UBA9615;f__UBA9615;g__UBA6601;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	85.59	11	0.95151	N/A
SAMEA4473329_bin.7	SAMEA4473329_bin.7	d__Bacteria;p__Planctomycetota;c__UBA1135;o__UBA1135;f__GCA-002686595;g__GCA-2683825;s__GCA-2683825 sp002683825	GCA_002683825.1	95.0	d__Bacteria;p__Planctomycetota;c__UBA1135;o__UBA1135;f__GCA-002686595;g__GCA-2683825;s__GCA-2683825 sp002683825	96.51	0.907	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	86.53	11	N/A	N/A
SAMEA4473431_bin.10	SAMEA4473431_bin.10	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Nitratiruptoraceae;g__Nitrosophilus_A;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Nitratiruptoraceae;g__Nitrosophilus_A;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	92.12	11	0.922	N/A
SAMEA4473431_bin.2	SAMEA4473431_bin.2	d__Bacteria;p__Desulfobacterota;c__Thermodesulfobacteria;o__Thermodesulfobacteriales;f__Thermodesulfobacteriaceae;g__Thermosulfurimonas;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Desulfobacterota;c__Thermodesulfobacteria;o__Thermodesulfobacteriales;f__Thermodesulfobacteriaceae;g__Thermosulfurimonas;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	80.78	11	0.95919	N/A
SAMEA4712194_bin.13	SAMEA4712194_bin.13	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfurimonas;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfurimonas;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	85.25	11	0.98737	N/A
SAMEA4712194_bin.15	SAMEA4712194_bin.15	d__Bacteria;p__Desulfobacterota;c__GWC2-55-46;o__GWC2-55-46;f__DRQE01;g__JAJRSM01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Desulfobacterota;c__GWC2-55-46;o__GWC2-55-46;f__DRQE01;g__JAJRSM01;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	97.64	11	0.99483	N/A
SAMEA4712194_bin.16	SAMEA4712194_bin.16	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__SZUA-229;f__SZUA-229;g__SZUA-229;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__SZUA-229;f__SZUA-229;g__SZUA-229;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	77.56	11	0.98754	N/A
SAMEA4712194_bin.23	SAMEA4712194_bin.23	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__SZUA-152;f__SZUA-152;g__DRQN01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__SZUA-152;f__SZUA-152;g__DRQN01;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	75.45	11	0.99278	N/A
SAMEA4712194_bin.5	SAMEA4712194_bin.5	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Lutibacter;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Lutibacter;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	88.2	11	0.99386	N/A
SAMEA4712195_bin.11	SAMEA4712195_bin.11	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Aurantibacter_A;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Aurantibacter_A;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	94.09	11	0.98743	N/A
SAMEA4712195_bin.18	SAMEA4712195_bin.18	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Parasphingorhabdus;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Sphingomonadales;f__Sphingomonadaceae;g__Parasphingorhabdus;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	89.26	11	0.97933	N/A
SAMEA4712195_bin.23	SAMEA4712195_bin.23	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfurimonas;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__Sulfurimonadaceae;g__Sulfurimonas;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	93.77	11	0.98812	N/A
SAMEA4712195_bin.33	SAMEA4712195_bin.33	d__Bacteria;p__Nitrospinota_A;c__UBA7883;o__UBA7883;f__UBA7883;g__DRJW01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Nitrospinota_A;c__UBA7883;o__UBA7883;f__UBA7883;g__DRJW01;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	91.48	11	0.94749	N/A
SAMEA4712195_bin.53	SAMEA4712195_bin.53	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Maribacter_C;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Flavobacteriales;f__Flavobacteriaceae;g__Maribacter_C;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	90.86	11	0.9944	N/A
SAMEA4712195_bin.65	SAMEA4712195_bin.65	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Chromatiales;f__Chromatiaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Chromatiales;f__Chromatiaceae;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	91.4	11	0.91188	N/A
SAMEA4712195_bin.70	SAMEA4712195_bin.70	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__QNZT01;g__SZUA-1433;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Campylobacterota;c__Campylobacteria;o__Campylobacterales;f__QNZT01;g__SZUA-1433;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	87.96	11	0.98905	N/A
SAMEA4712195_bin.73	SAMEA4712195_bin.73	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__JAAEMP01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rhizobiales;f__Rhizobiaceae;g__JAAEMP01;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	91.62	11	0.96059	N/A
SAMEA4712195_bin.79	SAMEA4712195_bin.79	d__Bacteria;p__Nitrospinota_A;c__UBA7883;o__UBA7883;f__JAJRTC01;g__JAJRTC01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Nitrospinota_A;c__UBA7883;o__UBA7883;f__JAJRTC01;g__JAJRTC01;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	85.99	11	0.93933	N/A
SAMEA4712195_bin.85	SAMEA4712195_bin.85	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiia;o__Verrucomicrobiales;f__DEV007;g__JAADHD01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiia;o__Verrucomicrobiales;f__DEV007;g__JAADHD01;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	92.42	11	0.97734	N/A
SAMEA4712198_bin.10	SAMEA4712198_bin.10	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prolixibacteraceae;g__JABMQB01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Prolixibacteraceae;g__JABMQB01;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	96.59	11	0.9966	N/A
SAMEA4712198_bin.12	SAMEA4712198_bin.12	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__SZUA-152;f__SZUA-152;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__SZUA-152;f__SZUA-152;g__;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	95.15	11	0.85176	N/A
SAMEA4712198_bin.18	SAMEA4712198_bin.18	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rickettsiales;f__UBA8987;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Alphaproteobacteria;o__Rickettsiales;f__UBA8987;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	84.25	11	0.85176	N/A
SAMEA4712198_bin.30	SAMEA4712198_bin.30	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__UBA6429;f__Thiohalophilaceae;g__JAADGZ01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__UBA6429;f__Thiohalophilaceae;g__JAADGZ01;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	94.33	11	0.9879	N/A
SAMEA4712198_bin.33	SAMEA4712198_bin.33	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__UBA6429;f__Thiohalophilaceae;g__CAYQUC01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__UBA6429;f__Thiohalophilaceae;g__CAYQUC01;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	81.86	11	0.98818	N/A
SAMEA4712198_bin.61	SAMEA4712198_bin.61	d__Bacteria;p__Nitrospinota_A;c__UBA7883;o__UBA7883;f__JAJDBK01;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Nitrospinota_A;c__UBA7883;o__UBA7883;f__JAJDBK01;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	87.98	11	0.77275	N/A
SAMEA4712198_bin.62	SAMEA4712198_bin.62	d__Bacteria;p__Nitrospinota_A;c__UBA7883;o__UBA7883;f__JAJRTC01;g__JAJRTC01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Nitrospinota_A;c__UBA7883;o__UBA7883;f__JAJRTC01;g__JAJRTC01;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	96.81	11	0.98212	N/A
SAMEA4712198_bin.7	SAMEA4712198_bin.7	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Spongiisociales;f__UBA5794;g__BMS3BBIN02;s__BMS3BBIN02 sp013151445	GCA_013151445.1	95.0	d__Bacteria;p__Actinomycetota;c__Acidimicrobiia;o__Spongiisociales;f__UBA5794;g__BMS3BBIN02;s__BMS3BBIN02 sp013151445	96.75	0.816	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	96.81	11	N/A	N/A
SAMEA4712198_bin.8	SAMEA4712198_bin.8	d__Bacteria;p__Nitrospinota_A;c__UBA7883;o__UBA7883;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Nitrospinota_A;c__UBA7883;o__UBA7883;f__;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	97.17	11	0.77187	N/A
SAMEA4728526_bin.13	SAMEA4728526_bin.13	d__Bacteria;p__Verrucomicrobiota;c__Lentisphaeria;o__Lentisphaerales;f__;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Verrucomicrobiota;c__Lentisphaeria;o__Lentisphaerales;f__;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	81.76	11	0.66682	N/A
SAMEA4728526_bin.21	SAMEA4728526_bin.21	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiia;o__Verrucomicrobiales;f__DEV007;g__JAADHD01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiia;o__Verrucomicrobiales;f__DEV007;g__JAADHD01;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	87.72	11	0.9901	N/A
SAMEA4728526_bin.3	SAMEA4728526_bin.3	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__SZUA-21;f__SZUA-21;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__SZUA-21;f__SZUA-21;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	93.29	11	0.86781	N/A
SAMEA4728526_bin.40	SAMEA4728526_bin.40	d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__SBBL01;f__JAADHI01;g__JAADHI01;s__JAADHI01 sp013151935	GCA_013151935.1	95.0	d__Bacteria;p__Nitrospirota;c__Nitrospiria;o__SBBL01;f__JAADHI01;g__JAADHI01;s__JAADHI01 sp013151935	96.9	0.833	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	87.92	11	N/A	N/A
SAMEA4728526_bin.41	SAMEA4728526_bin.41	d__Bacteria;p__Myxococcota_A;c__Polyangia;o__Nannocystales;f__Nannocystaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Myxococcota_A;c__Polyangia;o__Nannocystales;f__Nannocystaceae;g__;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	86.69	11	0.89302	N/A
SAMEA4728526_bin.43	SAMEA4728526_bin.43	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__SZUA-229;f__SZUA-229;g__SZUA-229;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__SZUA-229;f__SZUA-229;g__SZUA-229;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	91.1	11	0.96719	N/A
SAMEA4728526_bin.48	SAMEA4728526_bin.48	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__JAJRVU01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Planctomycetota;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__JAJRVU01;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	89.54	11	0.871	N/A
SAMEA4728526_bin.49	SAMEA4728526_bin.49	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__UBA6429;f__Thiohalophilaceae;g__JAADGZ01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__UBA6429;f__Thiohalophilaceae;g__JAADGZ01;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	80.14	11	0.98662	N/A
SAMEA4728526_bin.50	SAMEA4728526_bin.50	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__UBA6429;f__Thiohalophilaceae;g__SZUA-24;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__UBA6429;f__Thiohalophilaceae;g__SZUA-24;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	86.03	11	0.99031	N/A
SAMEA4728526_bin.54	SAMEA4728526_bin.54	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Marinicellaceae;g__NORP309;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Pseudomonadota;c__Gammaproteobacteria;o__Xanthomonadales;f__Marinicellaceae;g__NORP309;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	94.27	11	0.96404	N/A
SAMEA4728526_bin.66	SAMEA4728526_bin.66	d__Bacteria;p__Nitrospinota;c__Nitrospinia;o__Nitrospinales;f__VA-1;g__JADFGI01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Nitrospinota;c__Nitrospinia;o__Nitrospinales;f__VA-1;g__JADFGI01;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	90.66	11	0.98667	N/A
SAMEA5663117_bin.1	SAMEA5663117_bin.1	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__SM23-33;f__SM23-33;g__JAUWNJ01;s__JAUWNJ01 sp030642005	GCA_030642005.1	95.0	d__Bacteria;p__Planctomycetota;c__Phycisphaerae;o__SM23-33;f__SM23-33;g__JAUWNJ01;s__JAUWNJ01 sp030642005	99.95	0.98	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	82.99	11	N/A	N/A
SAMEA5663119_bin.54	SAMEA5663119_bin.54	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__DSM-27196;f__SLST01;g__JAHOYX01;s__JAHOYX01 sp030642995	GCA_030642995.1	95.0	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__DSM-27196;f__SLST01;g__JAHOYX01;s__JAHOYX01 sp030642995	99.78	0.874	N/A	N/A	N/A	N/A	N/A	N/A	ani_screen	classification based on ANI only	N/A	76.69	11	N/A	N/A
